date,time,open,high,low,close,volumn
20200814,1345,12783,12790,12770,12788,6642
20200814,1600,12789,12799,12760,12767,2077
20200814,1700,12768,12768,12747,12754,1987
20200814,1800,12753,12768,12752,12767,864
20200814,1900,12767,12772,12755,12771,705
20200814,2000,12771,12785,12769,12783,790
20200814,2100,12783,12786,12770,12771,776
20200814,2200,12770,12796,12763,12792,1914
20200814,2300,12792,12795,12767,12780,1591
20200815,0000,12780,12791,12775,12779,764
20200815,0100,12780,12785,12774,12780,455
20200815,0200,12780,12786,12776,12780,408
20200815,0300,12780,12784,12774,12776,286
20200815,0400,12776,12776,12749,12768,1323
20200815,0500,12769,12770,12758,12762,454
20200817,0945,12762,12853,12761,12850,18352
20200817,1045,12850,12956,12849,12955,16800
20200817,1145,12955,12959,12932,12947,5453
20200817,1245,12946,12950,12925,12945,4667
20200817,1345,12944,12956,12934,12955,6882
20200817,1600,12980,12981,12943,12963,2567
20200817,1700,12963,12964,12948,12959,869
20200817,1800,12958,12978,12958,12970,776
20200817,1900,12970,12974,12962,12966,401
20200817,2000,12965,12977,12965,12971,397
20200817,2100,12971,12975,12968,12971,497
20200817,2200,12972,13003,12971,12992,2881
20200817,2300,12993,12997,12982,12995,1089
20200818,0000,12996,13008,12991,13008,943
20200818,0100,13007,13017,13003,13015,630
20200818,0200,13015,13025,13013,13018,538
20200818,0300,13019,13029,13018,13025,358
20200818,0400,13024,13026,13007,13012,781
20200818,0500,13012,13012,12953,12981,2017
20200818,0945,12981,12998,12851,12871,24208
20200818,1045,12872,12895,12843,12851,11993
20200818,1145,12852,12911,12836,12909,8764
20200818,1245,12907,12925,12902,12907,4922
20200818,1345,12907,12917,12863,12875,6818
20200818,1600,12855,12888,12852,12880,1822
20200818,1700,12880,12898,12880,12892,813
20200818,1800,12891,12909,12889,12905,834
20200818,1900,12906,12918,12903,12914,707
20200818,2000,12915,12920,12902,12904,593
20200818,2100,12904,12917,12902,12914,621
20200818,2200,12914,12918,12873,12881,1943
20200818,2300,12881,12886,12855,12883,2562
20200819,0000,12883,12892,12879,12885,750
20200819,0100,12884,12902,12880,12895,587
20200819,0200,12895,12895,12877,12885,308
20200819,0300,12886,12893,12882,12891,160
20200819,0400,12890,12899,12876,12899,426
20200819,0500,12899,12907,12879,12903,332
20200819,0945,12903,12955,12882,12927,11438
20200819,1045,12926,12942,12885,12893,6370
20200819,1145,12892,12904,12856,12882,4947
20200819,1245,12883,12884,12804,12808,6877
20200819,1345,12808,12820,12780,12806,4783
20200819,1600,12741,12773,12732,12768,2820
20200819,1700,12768,12771,12757,12766,1107
20200819,1800,12765,12777,12764,12773,719
20200819,1900,12773,12774,12764,12768,377
20200819,2000,12768,12773,12754,12761,710
20200819,2100,12761,12765,12750,12758,611
20200819,2200,12758,12763,12735,12743,2156
20200819,2300,12743,12763,12741,12754,1451
20200820,0000,12754,12760,12744,12755,716
20200820,0100,12755,12758,12746,12754,324
20200820,0200,12755,12759,12750,12753,223
20200820,0300,12752,12757,12700,12722,2049
20200820,0400,12721,12730,12701,12706,823
20200820,0500,12706,12722,12705,12720,477
20200820,0945,12720,12720,12502,12510,33170
20200820,1045,12510,12510,12067,12186,36144
20200820,1145,12187,12355,12161,12293,24593
20200820,1245,12294,12299,12230,12243,10240
20200820,1345,12244,12321,12226,12305,14670
20200820,1600,12295,12366,12289,12342,4748
20200820,1700,12342,12347,12268,12303,3678
20200820,1800,12304,12309,12283,12300,925
20200820,1900,12300,12320,12292,12311,1191
20200820,2000,12311,12317,12294,12304,803
20200820,2100,12303,12305,12283,12292,1019
20200820,2200,12292,12326,12252,12312,4582
20200820,2300,12311,12320,12283,12308,2523
20200821,0000,12308,12354,12296,12345,2266
20200821,0100,12346,12398,12345,12376,2833
20200821,0200,12376,12401,12374,12388,1168
20200821,0300,12388,12416,12384,12415,908
20200821,0400,12415,12433,12400,12421,1237
20200821,0500,12421,12426,12412,12423,613
20200821,0945,12422,12526,12421,12466,24762
20200821,1045,12466,12514,12423,12509,14089
20200821,1145,12509,12596,12502,12566,12694
20200821,1245,12566,12598,12549,12579,6968
20200821,1345,12579,12590,12535,12543,8947
20200821,1600,12561,12565,12527,12552,2212
20200821,1700,12552,12552,12532,12542,916
20200821,1800,12542,12553,12538,12549,530
20200821,1900,12550,12552,12530,12535,566
20200821,2000,12535,12542,12478,12482,2179
20200821,2100,12484,12496,12464,12491,2181
20200821,2200,12491,12530,12484,12526,2575
20200821,2300,12526,12549,12510,12537,2478
20200822,0000,12537,12539,12506,12508,1298
20200822,0100,12509,12528,12498,12517,876
20200822,0200,12517,12523,12509,12515,400
20200822,0300,12516,12547,12516,12544,557
20200822,0400,12543,12565,12542,12562,1127
20200822,0500,12562,12563,12549,12552,478
20200824,0945,12552,12653,12503,12632,24876
20200824,1045,12632,12645,12555,12572,10942
20200824,1145,12573,12624,12571,12607,5480
20200824,1245,12607,12628,12586,12613,4118
20200824,1345,12613,12630,12595,12604,6457
20200824,1600,12631,12634,12621,12625,1227
20200824,1700,12625,12663,12622,12657,1991
20200824,1800,12658,12661,12650,12652,559
20200824,1900,12652,12660,12644,12657,523
20200824,2000,12656,12673,12653,12669,988
20200824,2100,12669,12676,12660,12666,675
20200824,2200,12665,12670,12611,12627,3012
20200824,2300,12628,12638,12582,12595,3689
20200825,0000,12594,12619,12583,12610,1558
20200825,0100,12611,12624,12606,12611,689
20200825,0200,12610,12617,12599,12610,403
20200825,0300,12608,12616,12585,12591,500
20200825,0400,12592,12632,12574,12630,1441
20200825,0500,12631,12639,12623,12634,709
20200825,0945,12633,12747,12633,12744,23252
20200825,1045,12743,12795,12710,12716,15932
20200825,1145,12717,12748,12702,12733,6923
20200825,1245,12734,12745,12713,12730,3746
20200825,1345,12731,12740,12716,12737,6073
20200825,1600,12736,12762,12734,12742,1484
20200825,1700,12742,12744,12725,12733,1351
20200825,1800,12733,12738,12722,12735,497
20200825,1900,12736,12747,12732,12742,414
20200825,2000,12742,12745,12730,12735,419
20200825,2100,12735,12740,12726,12733,485
20200825,2200,12733,12736,12706,12720,2413
20200825,2300,12721,12736,12708,12733,2316
20200826,0000,12732,12748,12721,12731,1634
20200826,0100,12730,12732,12709,12722,928
20200826,0200,12722,12732,12714,12727,407
20200826,0300,12728,12752,12726,12746,745
20200826,0400,12746,12759,12743,12754,525
20200826,0500,12752,12755,12739,12744,503
20200826,0945,12743,12755,12681,12740,17340
20200826,1045,12738,12782,12737,12769,10222
20200826,1145,12767,12770,12722,12739,5864
20200826,1245,12739,12763,12735,12761,3427
20200826,1345,12761,12799,12760,12792,6502
20200826,1600,12796,12812,12781,12802,2139
20200826,1700,12800,12829,12788,12818,1922
20200826,1800,12817,12833,12817,12819,788
20200826,1900,12820,12826,12812,12822,487
20200826,2000,12821,12829,12816,12818,403
20200826,2100,12819,12819,12805,12816,736
20200826,2200,12815,12838,12812,12828,1765
20200826,2300,12827,12853,12826,12846,2125
20200827,0000,12846,12856,12832,12847,1078
20200827,0100,12847,12880,12845,12864,1256
20200827,0200,12864,12879,12864,12874,569
20200827,0300,12873,12884,12857,12862,791
20200827,0400,12861,12880,12852,12867,759
20200827,0500,12867,12878,12855,12868,890
20200827,0945,12868,12925,12815,12816,25842
20200827,1045,12817,12853,12787,12820,13653
20200827,1145,12819,12824,12735,12811,12592
20200827,1245,12810,12817,12778,12787,4856
20200827,1345,12786,12797,12745,12760,6299
20200827,1600,12765,12780,12756,12776,1447
20200827,1700,12775,12779,12764,12767,626
20200827,1800,12767,12767,12749,12766,849
20200827,1900,12765,12772,12763,12767,318
20200827,2000,12767,12777,12766,12771,424
20200827,2100,12772,12788,12768,12783,847
20200827,2200,12782,12810,12759,12779,4372
20200827,2300,12780,12781,12742,12767,3556
20200828,0000,12767,12773,12743,12759,1764
20200828,0100,12759,12760,12661,12681,3894
20200828,0200,12681,12723,12667,12718,2489
20200828,0300,12718,12753,12718,12731,1415
20200828,0400,12730,12763,12727,12728,1171
20200828,0500,12727,12743,12723,12723,538
20200828,0945,12728,12743,12640,12736,24762
20200828,1045,12735,12782,12716,12722,13308
20200828,1145,12723,12754,12705,12713,8903
20200828,1245,12713,12730,12660,12668,7176
20200828,1345,12669,12699,12634,12691,15031
20200828,1600,12645,12645,12599,12615,25
20200828,1700,12615,12618,12608,12608,4
20200828,1800,12612,12623,12606,12621,10
20200828,1900,12620,12620,12620,12620,0
20200828,2000,12614,12629,12614,12629,18
20200828,2100,12632,12632,12632,12632,0
20200828,2200,12635,12645,12633,12643,7
20200828,2300,12644,12652,12621,12622,21
20200829,0000,12621,12645,12621,12645,14
20200829,0100,12643,12666,12643,12648,23
20200829,0200,12648,12648,12648,12648,1
20200829,0300,12656,12675,12656,12675,13
20200829,0400,12668,12692,12668,12692,15
20200829,0500,12688,12688,12683,12688,9
20200831,0945,12690,12779,12685,12685,240
20200831,1045,12694,12704,12609,12625,163
20200831,1145,12621,12651,12611,12612,65
20200831,1245,12612,12626,12568,12603,100
20200831,1345,12599,12599,12521,12546,102
20200831,1600,12567,12570,12510,12528,3760
20200831,1700,12529,12534,12488,12525,2399
20200831,1800,12525,12534,12518,12526,778
20200831,1900,12525,12532,12512,12528,706
20200831,2000,12528,12568,12523,12547,1867
20200831,2100,12548,12560,12532,12535,1086
20200831,2200,12535,12538,12499,12515,2759
20200831,2300,12515,12537,12503,12528,1853
20200901,0000,12528,12531,12476,12507,2752
20200901,0100,12507,12526,12503,12523,1074
20200901,0200,12522,12548,12517,12530,1255
20200901,0300,12529,12544,12514,12542,671
20200901,0400,12541,12587,12537,12559,1525
20200901,0500,12560,12566,12545,12548,656
20200901,0945,12547,12645,12531,12583,24054
20200901,1045,12582,12654,12569,12631,13025
20200901,1145,12631,12672,12629,12638,8053
20200901,1245,12638,12675,12627,12668,4713
20200901,1345,12667,12698,12662,12691,7308
20200901,1600,12694,12710,12681,12699,2243
20200901,1700,12698,12704,12688,12689,837
20200901,1800,12690,12703,12689,12696,541
20200901,1900,12697,12706,12694,12704,296
20200901,2000,12704,12706,12684,12690,658
20200901,2100,12690,12695,12674,12678,837
20200901,2200,12677,12693,12665,12686,2424
20200901,2300,12686,12719,12686,12703,2248
20200902,0000,12704,12711,12698,12702,727
20200902,0100,12702,12718,12702,12710,682
20200902,0200,12711,12728,12704,12724,699
20200902,0300,12724,12732,12722,12730,490
20200902,0400,12730,12734,12719,12732,526
20200902,0500,12733,12738,12722,12733,756
20200902,0945,12735,12776,12707,12717,18418
20200902,1045,12719,12723,12659,12674,14667
20200902,1145,12674,12674,12595,12610,13512
20200902,1245,12610,12650,12598,12641,6188
20200902,1345,12640,12716,12620,12691,10602
20200902,1600,12691,12708,12678,12695,1595
20200902,1700,12694,12715,12691,12714,1126
20200902,1800,12715,12726,12713,12721,1079
20200902,1900,12721,12725,12714,12715,504
20200902,2000,12715,12719,12711,12711,288
20200902,2100,12711,12719,12707,12712,536
20200902,2200,12712,12714,12664,12670,3186
20200902,2300,12671,12690,12655,12682,3250
20200903,0000,12681,12687,12650,12666,2031
20200903,0100,12665,12684,12653,12681,1665
20200903,0200,12681,12715,12678,12704,1604
20200903,0300,12704,12746,12697,12738,1500
20200903,0400,12738,12797,12738,12777,2107
20200903,0500,12776,12783,12700,12770,1398
20200903,0945,12770,12808,12716,12791,20384
20200903,1045,12790,12858,12770,12779,21171
20200903,1145,12779,12790,12723,12764,10603
20200903,1245,12765,12769,12711,12732,5300
20200903,1345,12732,12757,12705,12732,7729
20200903,1600,12745,12758,12740,12745,1546
20200903,1700,12744,12748,12727,12735,970
20200903,1800,12735,12739,12720,12721,838
20200903,1900,12721,12736,12716,12728,698
20200903,2000,12728,12737,12723,12731,575
20200903,2100,12732,12738,12722,12732,655
20200903,2200,12732,12733,12674,12689,4572
20200903,2300,12690,12697,12606,12625,6530
20200904,0000,12624,12624,12484,12574,12411
20200904,0100,12575,12585,12532,12557,3734
20200904,0200,12556,12571,12537,12556,1874
20200904,0300,12556,12601,12554,12565,1970
20200904,0400,12564,12624,12550,12606,2578
20200904,0500,12605,12615,12571,12579,967
20200904,0945,12580,12645,12535,12626,24440
20200904,1045,12625,12651,12604,12634,11204
20200904,1145,12634,12635,12510,12591,15685
20200904,1245,12591,12635,12583,12621,6724
20200904,1345,12621,12631,12594,12606,7016
20200904,1600,12607,12666,12585,12654,3838
20200904,1700,12654,12659,12645,12654,1078
20200904,1800,12654,12658,12642,12657,793
20200904,1900,12657,12661,12644,12646,628
20200904,2000,12645,12646,12596,12603,2687
20200904,2100,12602,12647,12602,12633,2458
20200904,2200,12632,12671,12598,12602,5484
20200904,2300,12602,12614,12497,12546,10747
20200905,0000,12545,12577,12518,12573,5088
20200905,0100,12574,12593,12556,12580,3022
20200905,0200,12581,12583,12553,12576,1647
20200905,0300,12576,12623,12567,12617,1916
20200905,0400,12617,12648,12603,12604,2254
20200905,0500,12603,12604,12577,12581,745
20200907,0945,12581,12718,12581,12716,26614
20200907,1045,12717,12733,12626,12638,15421
20200907,1145,12637,12689,12629,12652,6529
20200907,1245,12652,12662,12585,12593,10172
20200907,1345,12593,12604,12560,12582,9713
20200907,1600,12561,12594,12537,12586,2841
20200907,1700,12586,12603,12583,12585,1237
20200907,1800,12585,12595,12582,12585,637
20200907,1900,12585,12595,12580,12588,435
20200907,2000,12588,12618,12587,12612,1126
20200907,2100,12612,12616,12602,12609,462
20200907,2200,12609,12612,12591,12601,1232
20200907,2300,12601,12621,12600,12616,976
20200908,0000,12616,12627,12614,12624,696
20200908,0100,12623,12644,12623,12637,1166
20200908,0200,12637,12642,12633,12642,177
20200908,0300,12642,12653,12641,12647,387
20200908,0400,12647,12650,12641,12644,84
20200908,0500,12644,12656,12630,12634,532
20200908,0945,12635,12673,12610,12627,19058
20200908,1045,12626,12683,12614,12673,13659
20200908,1145,12672,12695,12635,12660,10596
20200908,1245,12660,12663,12625,12639,5044
20200908,1345,12639,12672,12637,12667,6489
20200908,1600,12681,12699,12670,12680,2554
20200908,1700,12680,12681,12642,12645,2837
20200908,1800,12645,12652,12618,12627,2469
20200908,1900,12627,12635,12601,12623,2489
20200908,2000,12623,12630,12582,12593,2694
20200908,2100,12594,12601,12562,12590,3251
20200908,2200,12590,12593,12545,12588,5226
20200908,2300,12588,12625,12572,12594,6153
20200909,0000,12594,12610,12582,12595,2457
20200909,0100,12595,12609,12594,12604,1143
20200909,0200,12604,12608,12593,12599,646
20200909,0300,12598,12601,12530,12564,2363
20200909,0400,12564,12570,12536,12537,1075
20200909,0500,12537,12558,12534,12542,644
20200909,0945,12541,12558,12434,12509,33106
20200909,1045,12509,12515,12445,12491,14870
20200909,1145,12492,12524,12485,12509,8868
20200909,1245,12508,12575,12508,12571,8773
20200909,1345,12571,12606,12555,12598,9914
20200909,1600,12574,12629,12568,12615,3590
20200909,1700,12616,12634,12613,12614,1633
20200909,1800,12615,12629,12606,12628,1077
20200909,1900,12628,12630,12612,12615,860
20200909,2000,12615,12616,12592,12611,1439
20200909,2100,12611,12627,12610,12617,1067
20200909,2200,12618,12637,12615,12633,2218
20200909,2300,12633,12652,12632,12642,2647
20200910,0000,12643,12662,12643,12654,1587
20200910,0100,12654,12678,12654,12672,1365
20200910,0200,12672,12688,12666,12667,1088
20200910,0300,12668,12689,12665,12684,585
20200910,0400,12683,12688,12655,12662,898
20200910,0500,12663,12667,12650,12663,704
20200910,0945,12663,12687,12622,12637,18248
20200910,1045,12637,12706,12628,12676,16081
20200910,1145,12676,12698,12661,12665,6447
20200910,1245,12665,12666,12642,12666,4669
20200910,1345,12667,12701,12653,12699,7958
20200910,1600,12711,12721,12666,12670,3691
20200910,1700,12669,12682,12657,12675,1677
20200910,1800,12674,12689,12671,12688,854
20200910,1900,12687,12698,12670,12673,1340
20200910,2000,12673,12691,12672,12688,802
20200910,2100,12689,12716,12686,12707,1983
20200910,2200,12709,12733,12708,12715,3282
20200910,2300,12716,12736,12682,12684,3715
20200911,0000,12685,12709,12665,12692,3031
20200911,0100,12693,12697,12658,12681,2594
20200911,0200,12680,12686,12644,12654,1658
20200911,0300,12655,12658,12592,12637,3629
20200911,0400,12637,12653,12607,12608,1862
20200911,0500,12609,12626,12605,12622,715
20200911,0945,12623,12689,12622,12638,18072
20200911,1045,12638,12688,12611,12661,13814
20200911,1145,12660,12665,12606,12636,9076
20200911,1245,12636,12640,12606,12635,5079
20200911,1345,12636,12665,12627,12661,6241
20200911,1600,12656,12679,12654,12663,2356
20200911,1700,12663,12676,12658,12664,1055
20200911,1800,12664,12670,12661,12666,426
20200911,1900,12666,12667,12654,12656,707
20200911,2000,12656,12665,12652,12657,501
20200911,2100,12657,12660,12637,12644,984
20200911,2200,12645,12673,12634,12640,2653
20200911,2300,12641,12664,12628,12652,2711
20200912,0000,12651,12664,12635,12637,1663
20200912,0100,12636,12646,12611,12612,2138
20200912,0200,12612,12617,12582,12597,2735
20200912,0300,12599,12626,12592,12615,1121
20200912,0400,12614,12637,12598,12624,1154
20200912,0500,12623,12641,12618,12634,585
20200914,0945,12634,12750,12634,12709,19908
20200914,1045,12709,12782,12706,12769,16046
20200914,1145,12769,12793,12766,12778,4910
20200914,1245,12778,12797,12773,12785,3038
20200914,1345,12785,12796,12778,12785,6449
20200914,1600,12795,12803,12787,12789,1453
20200914,1700,12789,12799,12778,12781,1017
20200914,1800,12780,12786,12767,12772,1237
20200914,1900,12772,12790,12771,12788,537
20200914,2000,12788,12789,12782,12785,327
20200914,2100,12785,12788,12780,12786,339
20200914,2200,12785,12814,12778,12806,2227
20200914,2300,12806,12818,12797,12806,1867
20200915,0000,12805,12811,12799,12804,673
20200915,0100,12804,12806,12797,12800,530
20200915,0200,12800,12804,12781,12794,876
20200915,0300,12794,12809,12788,12804,471
20200915,0400,12804,12808,12791,12799,611
20200915,0500,12799,12802,12785,12796,675
20200915,0945,12796,12819,12756,12813,16750
20200915,1045,12812,12831,12803,12815,8999
20200915,1145,12816,12844,12806,12836,5628
20200915,1245,12836,12850,12834,12847,3291
20200915,1345,12847,12855,12836,12840,5458
20200915,1600,12845,12853,12840,12844,870
20200915,1700,12843,12854,12841,12853,537
20200915,1800,12853,12866,12853,12864,763
20200915,1900,12864,12872,12860,12870,434
20200915,2000,12871,12881,12868,12872,669
20200915,2100,12872,12884,12870,12880,609
20200915,2200,12881,12896,12874,12894,1947
20200915,2300,12894,12934,12892,12932,3995
20200916,0000,12932,12950,12932,12942,2301
20200916,0100,12942,12976,12941,12973,2015
20200916,0200,12974,12985,12969,12970,1162
20200916,0300,12970,12975,12940,12957,1279
20200916,0400,12956,12956,12905,12931,2057
20200916,0500,12931,12946,12928,12943,622
20200916,0945,12944,12981,12931,12969,12636
20200916,1045,12969,13002,12964,12988,6827
20200916,1145,12988,13013,12975,13000,3501
20200916,1245,13000,13018,12988,13008,2399
20200916,1345,13008,13008,12900,12968,7333
20200916,1600,12909,12927,12905,12921,1953
20200916,1700,12921,12952,12919,12944,1788
20200916,1800,12944,12953,12944,12950,686
20200916,1900,12949,12957,12937,12954,933
20200916,2000,12955,12956,12941,12945,615
20200916,2100,12946,12953,12938,12944,738
20200916,2200,12944,12944,12918,12933,2639
20200916,2300,12933,12940,12908,12919,2283
20200917,0000,12918,12936,12916,12921,1451
20200917,0100,12921,12928,12910,12916,984
20200917,0200,12916,12921,12888,12907,1828
20200917,0300,12906,12930,12898,12904,1502
20200917,0400,12904,12912,12870,12873,1500
20200917,0500,12873,12890,12871,12881,493
20200917,0945,12878,12908,12835,12884,17786
20200917,1045,12884,12892,12804,12816,18743
20200917,1145,12815,12820,12772,12795,11434
20200917,1245,12796,12804,12784,12792,3691
20200917,1345,12793,12820,12774,12816,8180
20200917,1600,12783,12801,12776,12792,2337
20200917,1700,12791,12830,12791,12825,1993
20200917,1800,12825,12835,12820,12828,1063
20200917,1900,12829,12838,12812,12814,1124
20200917,2000,12813,12823,12802,12806,927
20200917,2100,12805,12805,12784,12785,1400
20200917,2200,12785,12798,12760,12798,4036
20200917,2300,12798,12824,12796,12811,3772
20200918,0000,12812,12830,12798,12801,2219
20200918,0100,12802,12815,12781,12811,1962
20200918,0200,12812,12819,12804,12814,911
20200918,0300,12812,12821,12796,12809,632
20200918,0400,12809,12826,12793,12820,824
20200918,0500,12820,12836,12818,12832,734
20200918,0945,12834,12848,12773,12802,15284
20200918,1045,12801,12866,12787,12838,13556
20200918,1145,12839,12862,12822,12828,6179
20200918,1245,12829,12838,12806,12833,5689
20200918,1345,12833,12845,12811,12835,7054
20200918,1600,12832,12843,12823,12827,1336
20200918,1700,12826,12836,12823,12830,556
20200918,1800,12829,12842,12828,12833,597
20200918,1900,12833,12837,12830,12832,229
20200918,2000,12833,12838,12825,12828,420
20200918,2100,12828,12832,12818,12831,607
20200918,2200,12830,12836,12803,12815,2149
20200918,2300,12815,12824,12797,12802,2135
20200919,0000,12802,12808,12789,12802,1761
20200919,0100,12801,12807,12778,12784,1597
20200919,0200,12784,12790,12735,12760,3177
20200919,0300,12760,12780,12753,12778,1126
20200919,0400,12778,12782,12746,12746,1055
20200919,0500,12749,12779,12748,12775,851
20200921,0945,12774,12877,12774,12834,20673
20200921,1045,12834,12844,12751,12753,18874
20200921,1145,12754,12755,12695,12718,13949
20200921,1245,12719,12736,12699,12724,5630
20200921,1345,12724,12728,12655,12659,10576
20200921,1600,12659,12675,12595,12605,4445
20200921,1700,12605,12610,12511,12533,5032
20200921,1800,12533,12602,12532,12561,4498
20200921,1900,12561,12582,12552,12577,1270
20200921,2000,12577,12585,12539,12562,1452
20200921,2100,12562,12563,12522,12546,2020
20200921,2200,12546,12576,12523,12564,3955
20200921,2300,12564,12567,12504,12526,4723
20200922,0000,12526,12542,12510,12537,2534
20200922,0100,12536,12560,12535,12547,1699
20200922,0200,12547,12596,12541,12587,2127
20200922,0300,12587,12606,12574,12598,1225
20200922,0400,12598,12633,12598,12631,1501
20200922,0500,12632,12644,12629,12632,911
20200922,0945,12631,12655,12511,12566,27963
20200922,1045,12566,12604,12540,12586,12053
20200922,1145,12587,12595,12552,12578,6301
20200922,1245,12578,12580,12531,12539,4971
20200922,1345,12538,12556,12481,12507,13658
20200922,1600,12500,12514,12459,12505,3951
20200922,1700,12504,12529,12502,12516,2140
20200922,1800,12516,12542,12512,12532,1417
20200922,1900,12531,12545,12525,12534,863
20200922,2000,12533,12540,12509,12513,1292
20200922,2100,12513,12535,12508,12528,1089
20200922,2200,12528,12548,12505,12510,2869
20200922,2300,12508,12527,12486,12491,2775
20200923,0000,12489,12514,12478,12512,2223
20200923,0100,12511,12530,12503,12508,1226
20200923,0200,12508,12529,12508,12524,619
20200923,0300,12524,12539,12524,12531,598
20200923,0400,12531,12575,12527,12567,1331
20200923,0500,12567,12573,12560,12569,487
20200923,0945,12569,12569,12461,12486,21478
20200923,1045,12485,12533,12467,12472,13111
20200923,1145,12472,12498,12441,12488,9681
20200923,1245,12488,12522,12478,12512,6145
20200923,1345,12513,12531,12490,12528,8484
20200923,1600,12526,12544,12507,12538,2550
20200923,1700,12538,12560,12537,12555,1220
20200923,1800,12556,12567,12553,12557,1012
20200923,1900,12557,12558,12542,12554,740
20200923,2000,12554,12556,12539,12540,645
20200923,2100,12541,12544,12528,12534,1052
20200923,2200,12534,12551,12520,12523,1872
20200923,2300,12523,12533,12498,12507,2986
20200924,0000,12507,12520,12486,12488,1701
20200924,0100,12488,12508,12478,12508,1662
20200924,0200,12507,12510,12479,12482,961
20200924,0300,12482,12482,12405,12412,3159
20200924,0400,12411,12441,12386,12411,2185
20200924,0500,12412,12429,12406,12415,896
20200924,0945,12415,12415,12291,12328,29561
20200924,1045,12328,12332,12195,12207,23633
20200924,1145,12207,12228,12166,12201,11914
20200924,1245,12199,12243,12175,12190,8249
20200924,1345,12190,12209,12173,12175,11688
20200924,1600,12168,12233,12157,12228,3469
20200924,1700,12228,12234,12198,12208,1523
20200924,1800,12207,12207,12185,12197,998
20200924,1900,12196,12217,12196,12209,989
20200924,2000,12209,12213,12140,12151,2221
20200924,2100,12151,12154,12062,12076,6293
20200924,2200,12077,12184,12050,12163,7600
20200924,2300,12165,12225,12136,12191,7102
20200925,0000,12192,12224,12166,12220,3484
20200925,0100,12221,12253,12220,12247,3181
20200925,0200,12246,12285,12246,12273,2436
20200925,0300,12273,12279,12228,12230,1593
20200925,0400,12230,12249,12197,12232,1881
20200925,0500,12234,12255,12233,12255,533
20200925,0945,12252,12309,12239,12243,20401
20200925,1045,12244,12270,12174,12192,15381
20200925,1145,12192,12234,12187,12192,7218
20200925,1245,12191,12193,12114,12134,10415
20200925,1345,12133,12214,12131,12195,10548
20200925,1600,12209,12212,12181,12191,2780
20200925,1700,12191,12200,12172,12197,1154
20200925,1800,12198,12205,12173,12185,1063
20200925,1900,12186,12191,12132,12138,1968
20200925,2000,12139,12175,12127,12171,2022
20200925,2100,12172,12198,12164,12193,1701
20200925,2200,12193,12194,12151,12180,2797
20200925,2300,12182,12196,12141,12176,3343
20200926,0000,12177,12197,12165,12165,1780
20200926,0100,12165,12190,12164,12181,1013
20200926,0200,12181,12222,12175,12219,1662
20200926,0300,12220,12249,12219,12244,1378
20200926,0400,12244,12268,12242,12267,1312
20200926,0500,12267,12272,12250,12268,722
20200928,0945,12268,12346,12246,12345,21065
20200928,1045,12344,12395,12343,12380,11076
20200928,1145,12381,12392,12372,12380,4020
20200928,1245,12380,12409,12378,12405,3312
20200928,1345,12405,12421,12394,12417,7624
20200928,1600,12419,12435,12406,12424,1802
20200928,1700,12424,12433,12416,12423,923
20200928,1800,12423,12427,12412,12424,718
20200928,1900,12425,12455,12422,12449,1509
20200928,2000,12450,12454,12442,12454,577
20200928,2100,12453,12485,12451,12474,1606
20200928,2200,12474,12479,12432,12449,3139
20200928,2300,12450,12465,12414,12430,3400
20200929,0000,12430,12455,12428,12445,1518
20200929,0100,12445,12449,12431,12447,748
20200929,0200,12447,12470,12438,12465,881
20200929,0300,12465,12468,12454,12464,443
20200929,0400,12464,12465,12448,12462,419
20200929,0500,12463,12475,12452,12465,864
20200929,0945,12467,12522,12435,12436,20680
20200929,1045,12436,12474,12403,12416,12120
20200929,1145,12416,12446,12395,12417,6754
20200929,1245,12417,12441,12415,12435,3818
20200929,1345,12436,12460,12419,12421,7937
20200929,1600,12409,12415,12370,12392,2710
20200929,1700,12393,12410,12375,12409,1536
20200929,1800,12409,12414,12391,12404,837
20200929,1900,12405,12411,12398,12404,434
20200929,2000,12405,12427,12405,12411,1074
20200929,2100,12412,12421,12405,12417,622
20200929,2200,12417,12426,12406,12416,1670
20200929,2300,12415,12445,12412,12429,2902
20200930,0000,12428,12452,12426,12437,1998
20200930,0100,12436,12469,12434,12465,1304
20200930,0200,12466,12485,12450,12483,1293
20200930,0300,12483,12493,12479,12482,726
20200930,0400,12484,12486,12458,12463,629
20200930,0500,12462,12472,12445,12455,661
20200930,0945,12456,12519,12444,12515,18735
20200930,1045,12514,12548,12496,12522,11447
20200930,1145,12521,12526,12460,12472,11135
20200930,1245,12473,12488,12455,12479,5329
20200930,1345,12478,12503,12469,12472,7144
20200930,1600,12472,12498,12467,12477,2061
20200930,1700,12476,12482,12470,12481,885
20200930,1800,12482,12482,12459,12476,1252
20200930,1900,12475,12496,12467,12485,1114
20200930,2000,12485,12494,12482,12483,509
20200930,2100,12483,12503,12476,12496,893
20200930,2200,12497,12552,12495,12545,2843
20200930,2300,12545,12569,12540,12553,2943
20201001,0000,12553,12568,12547,12562,1605
20201001,0100,12562,12573,12558,12563,1287
20201001,0200,12563,12565,12529,12553,1829
20201001,0300,12555,12566,12534,12554,1208
20201001,0400,12554,12557,12525,12539,1370
20201001,0500,12538,12539,12516,12530,991
20201005,0945,12530,12620,12530,12557,21758
20201005,1045,12556,12565,12521,12542,9839
20201005,1145,12542,12543,12492,12495,6299
